"yearend","entityid","entityname","bundleguid","filename","lastmodified","cwguid","Entity","Parent Name","Type","Consolidation File Name","Contribution to Parent Entity - Current Year (%)","Contribution to Parent Entity - Prior Year 1 (%)","Contribution to Parent Entity - Prior Year 2 (%)","Contribution to Parent Entity - Prior Year 3 (%)","Contribution to Parent Entity - Prior Year 4 (%)","Contribution to Parent Entity - Budget (%)","Contribution to Parent Entity - Forecast Balance (%)","Consolidation File Location","Extended Description","Type of Consolidation","Consolidation Abbreviated File Name","Include Prior Year Balances","Include Budget Balances","Exclude Zero Balance Accounts","Apply Foreign Exchange","Include Forecast Balance","Enable Account Synchronization","Include Custom Balances","Unmap new external accounts"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","IDfQdJMkkGrB1jtxxM40Cv","Child","Everette Wild","C","description 216","100","100","100","100","100","100","100","","","External","D000216","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","FIztSb1PULNNRgpnUWdY+K","Child","Everette Wild","C","description 310","100","100","100","100","100","100","100","","","External","D000310","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Meir-61aEDhG65K9eFnQml","Child","Everette Wild","C","description 404","100","100","100","100","100","100","100","","","External","D000404","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","MZ8irp3UkN9LH1CmkoYQ+9","Child","Everette Wild","C","description 498","100","100","100","100","100","100","100","","","External","D000498","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","NtwY9+iXkUPDj8FGLWFtKp","Child","Everette Wild","C","description 592","100","100","100","100","100","100","100","","","External","D000592","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Ps7xJ6q9kiHKcqP7CcwPaO","Child","Everette Wild","C","description 686","100","100","100","100","100","100","100","","","External","D000686","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","ClcpUtLY0BtMtbeEHETISk","Child","Everette Wild","C","description 780","100","100","100","100","100","100","100","","","External","D000780","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","PFG7Y3Ab0AfCskSvfQfZSc","Child","Everette Wild","C","description 874","100","100","100","100","100","100","100","","","External","D000874","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","KcuSJhmKk3BHQby8YVt-ii","Child","Everette Wild","C","description 968","100","100","100","100","100","100","100","","","External","D000968","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Cl3DrQu8EHnJOY4f-6WJGe","Child","Everette Wild","C","description 29","100","100","100","100","100","100","100","","","External","D000029","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","EeUhDc5WUtQAJbecLdoJqg","Child","Everette Wild","C","description 123","100","100","100","100","100","100","100","","","External","D000123","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","LO-oGCMO0i8Ic6vwoEid2h","Child","Everette Wild","C","description 217","100","100","100","100","100","100","100","","","External","D000217","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","FqHQV4ROkDVIJheMXLRVmj","Child","Everette Wild","C","description 311","100","100","100","100","100","100","100","","","External","D000311","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","PyWKvpBsEEaMR6K4pXpnOo","Child","Everette Wild","C","description 405","100","100","100","100","100","100","100","","","External","D000405","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Is6ogG7S0VZAzzMRqObjS3","Child","Everette Wild","C","description 499","100","100","100","100","100","100","100","","","External","D000499","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","CdyVW2AJ0E7CAfhby6Gvik","Child","Everette Wild","C","description 593","100","100","100","100","100","100","100","","","External","D000593","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","D81B0qnNEXXBjILuRh7gam","Child","Everette Wild","C","description 687","100","100","100","100","100","100","100","","","External","D000687","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","BVqyCRyt0O9KlWfYMB3I2w","Child","Everette Wild","C","description 781","100","100","100","100","100","100","100","","","External","D000781","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","P7qnWQ9l0KRIRBxOOD-BC8","Child","Everette Wild","C","description 875","100","100","100","100","100","100","100","","","External","D000875","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","DKpvwNSCUqEHWjdJy+l1mn","Child","Everette Wild","C","description 969","100","100","100","100","100","100","100","","","External","D000969","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","GI1CynLxkGQCUZQ6TuTsed","Child","Everette Wild","C","description 30","100","100","100","100","100","100","100","","","External","D000030","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","PaaV-PCY0M-Ilg0lNLyeW1","Child","Everette Wild","C","description 124","100","100","100","100","100","100","100","","","External","D000124","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","HnqZt07sEmpEIt-Rki3B2G","Child","Everette Wild","C","description 218","100","100","100","100","100","100","100","","","External","D000218","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","CNjvqMOlkN-HczdAr0yCSE","Child","Everette Wild","C","description 312","100","100","100","100","100","100","100","","","External","D000312","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","ObDG-wq1UuBJE767kHl8CC","Child","Everette Wild","C","description 406","100","100","100","100","100","100","100","","","External","D000406","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","GqlTMovKkxqLejITeYaLGo","Child","Everette Wild","C","description 500","100","100","100","100","100","100","100","","","External","D000500","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","F4Lz89E7E9gMPh2S+NaGqt","Child","Everette Wild","C","description 594","100","100","100","100","100","100","100","","","External","D000594","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","LRI04xtWU8pBzZPTr0apGQ","Child","Everette Wild","C","description 688","100","100","100","100","100","100","100","","","External","D000688","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Id9vh8CDE58OYv+UICeuqV","Child","Everette Wild","C","description 782","100","100","100","100","100","100","100","","","External","D000782","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","MlZRymA90puK+C+UG4NGGW","Child","Everette Wild","C","description 876","100","100","100","100","100","100","100","","","External","D000876","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","MO8Asz6T04cIpeVuXKmueL","Child","Everette Wild","C","description 970","100","100","100","100","100","100","100","","","External","D000970","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","LAELdSeh0G1DBTdml6KjSa","Child","Everette Wild","C","description 31","100","100","100","100","100","100","100","","","External","D000031","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","JPbj+uJL0SfDHkct3lj3ut","Child","Everette Wild","C","description 125","100","100","100","100","100","100","100","","","External","D000125","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","MnvLYLfNkFtN+llCrPdD27","Child","Everette Wild","C","description 219","100","100","100","100","100","100","100","","","External","D000219","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","KTbugisG0PbNExFUbhP0ep","Child","Everette Wild","C","description 313","100","100","100","100","100","100","100","","","External","D000313","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","GvJq4Xu50tqK8azEmOytKB","Child","Everette Wild","C","description 407","100","100","100","100","100","100","100","","","External","D000407","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","MbqmgjxxkkXCfLHb3df+a5","Child","Everette Wild","C","description 501","100","100","100","100","100","100","100","","","External","D000501","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","KvOIWCWoEuwM7oN-qu7naF","Child","Everette Wild","C","description 595","100","100","100","100","100","100","100","","","External","D000595","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","ARyxmYyHkcgCvQGq8h7Duh","Child","Everette Wild","C","description 689","100","100","100","100","100","100","100","","","External","D000689","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","KXWfYyfTE4xDLacW3ZojCg","Child","Everette Wild","C","description 783","100","100","100","100","100","100","100","","","External","D000783","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Kdrr6ITnUH0M3zy7cuiJyN","Child","Everette Wild","C","description 877","100","100","100","100","100","100","100","","","External","D000877","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","GApTtuiDEACKmU6tfwcuar","Child","Everette Wild","C","description 971","100","100","100","100","100","100","100","","","External","D000971","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","JfkXpIx8U-gAjXssXhR5CP","Child","Everette Wild","C","description 32","100","100","100","100","100","100","100","","","External","D000032","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","CfJOX-HpEDrN6mzSbezfqA","Child","Everette Wild","C","description 126","100","100","100","100","100","100","100","","","External","D000126","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","NKhFSF5Mk4UJvqe9NJF2in","Child","Everette Wild","C","description 220","100","100","100","100","100","100","100","","","External","D000220","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","P3ypuEsLE1fE0djB9T0W+V","Child","Everette Wild","C","description 314","100","100","100","100","100","100","100","","","External","D000314","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","NUqoLtf1UHmHmEtCkwklGh","Child","Everette Wild","C","description 408","100","100","100","100","100","100","100","","","External","D000408","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Kt5n+rVY0wjPujraVtqGmd","Child","Everette Wild","C","description 502","100","100","100","100","100","100","100","","","External","D000502","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","OH74TAsuUVJOrs5aHlqu6g","Child","Everette Wild","C","description 596","100","100","100","100","100","100","100","","","External","D000596","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","NzQ8Bv5d0ANEhQaNbvIlq+","Child","Everette Wild","C","description 690","100","100","100","100","100","100","100","","","External","D000690","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","LsRfOlOLE6ZON482Iz+0a8","Child","Everette Wild","C","description 784","100","100","100","100","100","100","100","","","External","D000784","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","FIY5qbOSk90PvWt5f4PuGO","Child","Everette Wild","C","description 878","100","100","100","100","100","100","100","","","External","D000878","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","IGZVA8X9kvcDevTQH3juud","Child","Everette Wild","C","description 972","100","100","100","100","100","100","100","","","External","D000972","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","E9iVTto+kBVGQhKr6sn-Og","Child","Everette Wild","C","description 33","100","100","100","100","100","100","100","","","External","D000033","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","NIJb+6x3077JJJLK+Xu26N","Child","Everette Wild","C","description 127","100","100","100","100","100","100","100","","","External","D000127","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Hzai2IO1k3QBTx0k-KjeK3","Child","Everette Wild","C","description 221","100","100","100","100","100","100","100","","","External","D000221","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","D9NWmi6l0GyHl+5sPgxC2C","Child","Everette Wild","C","description 315","100","100","100","100","100","100","100","","","External","D000315","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","MoBr5S6tUC0AcHqTHPZJyC","Child","Everette Wild","C","description 409","100","100","100","100","100","100","100","","","External","D000409","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","MKuUPF1FELDG+n37MkU9+p","Child","Everette Wild","C","description 503","100","100","100","100","100","100","100","","","External","D000503","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","NpZr3QHvkOiBol-aFqzk+j","Child","Everette Wild","C","description 597","100","100","100","100","100","100","100","","","External","D000597","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","AH5bjJgkE5sA6-YzgY7aOI","Child","Everette Wild","C","description 691","100","100","100","100","100","100","100","","","External","D000691","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","On1F7-1NE8EAgVoH-NOieV","Child","Everette Wild","C","description 785","100","100","100","100","100","100","100","","","External","D000785","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","BCHCgry2EyzBGFiaCcBFqh","Child","Everette Wild","C","description 879","100","100","100","100","100","100","100","","","External","D000879","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","CvJNyzCukUjFa6Q+ojc0mg","Child","Everette Wild","C","description 973","100","100","100","100","100","100","100","","","External","D000973","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","MeU6AqwRU9YPbwzQIykPyR","Child","Everette Wild","C","description 34","100","100","100","100","100","100","100","","","External","D000034","No","No","No","No","No","No","No","No"
